student_id,tipo_factorizacion,dificultad,tiempo_respuesta,intentos,tipo_error
553,trinomio_cuadrado_perfecto,5,95.86,1,identificacion
554,factor_comun,2,29.52,1,identificacion
555,trinomio_general,5,143.0,3,procedimiento
556,trinomio_cuadrado_perfecto,4,82.99,2,identificacion
557,factor_comun,5,88.78,2,procedimiento
558,factor_comun,3,102.19,4,identificacion
559,trinomio_cuadrado_perfecto,2,78.65,2,procedimiento
560,trinomio_cuadrado_perfecto,5,64.37,2,identificacion
561,trinomio_general,5,85.9,3,identificacion
562,trinomio_cuadrado_perfecto,3,57.26,1,identificacion
563,trinomio_general,5,24.64,1,procedimiento
564,diferencia_cuadrados,5,162.29,2,signo
565,factor_comun,1,48.19,1,identificacion
566,factor_comun,5,64.67,1,procedimiento
567,trinomio_general,2,105.78,1,procedimiento
568,diferencia_cuadrados,2,41.56,3,identificacion
569,trinomio_general,2,69.86,2,procedimiento
570,trinomio_general,1,51.79,3,procedimiento
571,trinomio_cuadrado_perfecto,4,40.52,3,identificacion
572,trinomio_cuadrado_perfecto,2,86.94,1,procedimiento
573,trinomio_cuadrado_perfecto,5,112.54,3,identificacion
574,trinomio_cuadrado_perfecto,5,30.31,1,identificacion
575,factor_comun,3,46.54,3,identificacion
576,factor_comun,3,74.41,1,procedimiento
577,factor_comun,4,106.73,3,procedimiento
578,trinomio_cuadrado_perfecto,5,71.87,1,identificacion
579,trinomio_cuadrado_perfecto,3,25.59,3,procedimiento
580,trinomio_general,4,76.44,2,procedimiento
581,factor_comun,3,26.66,1,procedimiento
582,diferencia_cuadrados,3,61.07,2,procedimiento
583,trinomio_cuadrado_perfecto,4,45.23,1,signo
584,trinomio_cuadrado_perfecto,5,78.29,1,identificacion
585,factor_comun,1,73.74,1,identificacion
586,factor_comun,2,49.96,1,identificacion
587,factor_comun,2,26.92,1,procedimiento
588,trinomio_general,3,156.21,2,procedimiento
589,factor_comun,1,60.44,1,procedimiento
590,factor_comun,4,65.72,2,identificacion
591,trinomio_general,4,66.71,1,procedimiento
592,trinomio_cuadrado_perfecto,3,112.32,1,identificacion
593,diferencia_cuadrados,1,40.49,2,signo
594,factor_comun,5,74.34,3,procedimiento
595,diferencia_cuadrados,2,9.3,2,signo
596,factor_comun,1,48.28,2,procedimiento
597,trinomio_general,4,52.87,1,procedimiento
598,trinomio_cuadrado_perfecto,1,61.82,2,procedimiento
599,diferencia_cuadrados,3,17.03,1,signo
600,trinomio_general,2,58.35,1,procedimiento
601,factor_comun,1,43.61,1,signo
602,trinomio_general,3,60.25,1,identificacion
603,trinomio_cuadrado_perfecto,5,104.56,2,procedimiento
604,factor_comun,2,47.25,2,procedimiento
605,trinomio_general,4,128.51,3,procedimiento
606,diferencia_cuadrados,2,84.32,3,procedimiento
607,trinomio_general,3,64.22,2,identificacion
608,factor_comun,4,65.21,1,identificacion
609,trinomio_cuadrado_perfecto,3,63.41,1,identificacion
610,diferencia_cuadrados,3,75.19,2,procedimiento
611,factor_comun,1,47.8,4,procedimiento
612,trinomio_general,3,83.44,3,identificacion
613,trinomio_cuadrado_perfecto,1,54.45,3,procedimiento
614,trinomio_cuadrado_perfecto,3,47.22,1,signo
615,factor_comun,2,69.78,1,procedimiento
616,trinomio_general,5,159.03,4,procedimiento
617,trinomio_general,5,59.07,1,signo
618,factor_comun,5,51.37,2,procedimiento
619,diferencia_cuadrados,5,28.13,1,signo
620,trinomio_cuadrado_perfecto,1,21.91,2,identificacion
621,diferencia_cuadrados,1,89.09,3,signo
622,factor_comun,5,64.33,1,procedimiento
623,factor_comun,3,52.76,2,procedimiento
624,trinomio_general,1,29.33,2,procedimiento
625,trinomio_general,1,33.28,1,procedimiento
626,diferencia_cuadrados,4,58.76,2,signo
627,trinomio_general,4,190.33,3,procedimiento
628,trinomio_cuadrado_perfecto,1,25.13,1,identificacion
629,diferencia_cuadrados,2,35.5,2,signo
630,diferencia_cuadrados,4,93.48,3,procedimiento
631,diferencia_cuadrados,5,153.87,3,procedimiento
632,diferencia_cuadrados,4,42.78,1,identificacion
633,factor_comun,2,39.89,4,procedimiento
634,trinomio_general,3,60.52,1,procedimiento
635,trinomio_general,4,158.01,4,procedimiento
636,factor_comun,3,88.15,1,procedimiento
637,trinomio_general,5,63.65,2,procedimiento
638,diferencia_cuadrados,1,58.69,4,procedimiento
639,trinomio_general,5,44.01,1,signo
640,factor_comun,2,36.51,1,identificacion
641,factor_comun,3,12.17,2,identificacion
642,diferencia_cuadrados,1,58.5,1,signo
643,trinomio_general,5,77.29,1,procedimiento
644,diferencia_cuadrados,2,73.45,2,identificacion
645,diferencia_cuadrados,5,42.58,1,procedimiento
646,diferencia_cuadrados,2,50.36,2,signo
647,trinomio_general,4,101.09,1,procedimiento
648,diferencia_cuadrados,2,67.71,2,procedimiento
649,trinomio_cuadrado_perfecto,2,30.27,2,procedimiento
650,trinomio_cuadrado_perfecto,5,25.72,1,identificacion
651,trinomio_cuadrado_perfecto,2,74.61,1,procedimiento
652,factor_comun,5,39.61,2,identificacion
653,trinomio_cuadrado_perfecto,3,148.85,2,procedimiento
654,factor_comun,4,38.67,3,identificacion
655,diferencia_cuadrados,3,40.66,1,signo
656,trinomio_general,5,64.08,3,procedimiento
657,factor_comun,3,102.74,2,identificacion
658,trinomio_general,2,76.63,1,procedimiento
659,factor_comun,4,94.14,1,identificacion
660,trinomio_general,4,136.11,2,procedimiento
661,factor_comun,3,28.61,1,procedimiento
662,diferencia_cuadrados,4,28.21,3,signo
663,diferencia_cuadrados,5,55.42,1,signo
664,factor_comun,1,54.49,1,signo
665,diferencia_cuadrados,1,62.17,2,procedimiento
666,factor_comun,4,43.14,1,procedimiento
667,trinomio_cuadrado_perfecto,3,54.41,1,identificacion
668,diferencia_cuadrados,2,79.51,1,signo
669,diferencia_cuadrados,4,58.31,2,signo
670,factor_comun,4,63.33,2,procedimiento
671,trinomio_cuadrado_perfecto,3,66.98,2,identificacion
672,trinomio_cuadrado_perfecto,3,105.28,1,procedimiento
673,trinomio_general,4,100.33,4,procedimiento
674,trinomio_general,3,44.36,4,identificacion
675,trinomio_cuadrado_perfecto,3,83.06,4,identificacion
676,factor_comun,2,64.37,1,procedimiento
677,trinomio_general,3,91.96,4,identificacion
678,trinomio_cuadrado_perfecto,2,84.2,1,procedimiento
679,factor_comun,4,24.85,1,procedimiento
680,trinomio_cuadrado_perfecto,3,75.31,3,procedimiento
681,trinomio_general,4,90.82,1,procedimiento
682,trinomio_cuadrado_perfecto,2,43.1,1,signo
683,trinomio_general,2,68.15,3,identificacion
684,diferencia_cuadrados,5,27.53,1,signo
685,diferencia_cuadrados,1,52.57,1,signo
686,factor_comun,1,40.33,2,procedimiento
687,diferencia_cuadrados,2,42.92,1,identificacion
688,trinomio_cuadrado_perfecto,1,57.13,1,identificacion
689,trinomio_general,4,122.79,2,procedimiento
690,trinomio_general,1,27.4,4,procedimiento
691,trinomio_cuadrado_perfecto,1,8.0,1,signo
692,trinomio_general,2,31.14,3,identificacion
693,factor_comun,2,59.37,3,procedimiento
694,trinomio_cuadrado_perfecto,3,78.53,1,identificacion
695,trinomio_general,1,37.34,3,identificacion
696,factor_comun,2,54.99,1,procedimiento
697,diferencia_cuadrados,1,76.05,2,signo
698,trinomio_general,4,47.57,2,procedimiento
699,diferencia_cuadrados,2,45.5,1,signo
700,trinomio_general,3,79.33,1,procedimiento
701,diferencia_cuadrados,5,90.65,3,procedimiento
702,factor_comun,2,36.88,1,procedimiento
703,trinomio_general,3,60.13,2,identificacion
704,trinomio_cuadrado_perfecto,5,70.03,3,identificacion
705,diferencia_cuadrados,2,117.8,4,identificacion
706,trinomio_cuadrado_perfecto,1,53.04,1,identificacion
707,factor_comun,4,50.71,2,procedimiento
708,trinomio_cuadrado_perfecto,2,92.17,3,identificacion
709,trinomio_general,5,82.77,3,procedimiento
710,factor_comun,1,40.76,1,signo
711,trinomio_cuadrado_perfecto,1,73.61,3,identificacion
712,factor_comun,1,56.31,1,procedimiento
713,trinomio_general,3,171.37,4,identificacion
714,trinomio_general,4,55.12,1,identificacion
715,trinomio_general,4,47.33,1,identificacion
716,trinomio_general,1,40.99,1,procedimiento
717,factor_comun,1,30.91,1,procedimiento
718,factor_comun,4,29.61,2,procedimiento
719,factor_comun,4,26.62,1,procedimiento
720,diferencia_cuadrados,1,61.49,1,identificacion
721,trinomio_general,3,80.5,2,procedimiento
722,diferencia_cuadrados,2,57.02,1,signo
723,trinomio_general,1,121.12,4,identificacion
724,diferencia_cuadrados,5,95.84,2,procedimiento
725,trinomio_cuadrado_perfecto,4,115.43,1,identificacion
726,trinomio_general,1,17.45,1,procedimiento
727,factor_comun,5,130.2,3,identificacion
728,trinomio_general,2,71.71,3,procedimiento
729,trinomio_general,2,97.03,4,identificacion
730,trinomio_general,3,83.57,3,procedimiento
731,trinomio_cuadrado_perfecto,2,45.31,3,procedimiento
732,trinomio_general,5,81.66,1,procedimiento
733,factor_comun,3,34.65,1,identificacion
734,trinomio_cuadrado_perfecto,5,69.64,2,identificacion
735,trinomio_cuadrado_perfecto,4,44.94,1,identificacion
736,factor_comun,3,46.17,3,procedimiento
737,factor_comun,4,56.18,1,procedimiento
738,trinomio_general,3,78.75,3,procedimiento
739,trinomio_general,5,53.48,1,procedimiento
740,trinomio_cuadrado_perfecto,4,88.93,1,identificacion
741,factor_comun,5,69.32,1,procedimiento
742,factor_comun,5,60.67,3,procedimiento
743,trinomio_general,2,83.51,2,procedimiento
744,diferencia_cuadrados,4,86.47,1,signo
745,factor_comun,3,63.78,2,identificacion
746,factor_comun,4,91.43,1,procedimiento
747,diferencia_cuadrados,4,75.8,1,signo
748,trinomio_general,5,103.52,1,identificacion
749,trinomio_general,5,83.9,3,procedimiento
750,diferencia_cuadrados,1,68.54,3,signo
751,trinomio_cuadrado_perfecto,2,58.04,3,identificacion
752,diferencia_cuadrados,5,86.24,2,signo
753,trinomio_general,3,123.53,1,procedimiento
754,diferencia_cuadrados,1,40.72,1,identificacion
755,factor_comun,4,77.24,4,procedimiento
756,trinomio_general,5,85.23,1,procedimiento
757,diferencia_cuadrados,4,53.41,1,signo
758,trinomio_general,1,91.55,3,procedimiento
759,factor_comun,3,49.42,1,identificacion
760,trinomio_general,2,97.57,1,identificacion
761,diferencia_cuadrados,4,60.49,2,identificacion
762,trinomio_general,3,77.95,3,procedimiento
763,diferencia_cuadrados,1,29.42,2,procedimiento
764,diferencia_cuadrados,2,72.28,2,identificacion
765,factor_comun,5,136.08,1,procedimiento
766,factor_comun,3,30.51,1,signo
767,trinomio_general,2,127.47,3,procedimiento
768,factor_comun,4,74.07,1,identificacion
769,factor_comun,4,21.94,3,identificacion
770,trinomio_general,1,70.46,3,procedimiento
771,diferencia_cuadrados,5,10.62,3,signo
772,factor_comun,3,88.07,2,identificacion
773,trinomio_general,1,58.59,3,procedimiento
774,trinomio_cuadrado_perfecto,5,34.61,1,procedimiento
775,trinomio_general,5,126.69,2,procedimiento
776,trinomio_general,5,150.75,1,procedimiento
777,trinomio_cuadrado_perfecto,5,35.5,1,identificacion
778,factor_comun,3,55.05,1,signo
779,trinomio_cuadrado_perfecto,1,64.21,2,identificacion
780,factor_comun,5,29.48,1,procedimiento
781,factor_comun,5,42.34,1,procedimiento
782,factor_comun,4,71.81,3,identificacion
783,factor_comun,5,83.99,2,procedimiento
784,trinomio_cuadrado_perfecto,2,27.75,1,procedimiento
785,trinomio_general,5,125.97,4,identificacion
786,trinomio_cuadrado_perfecto,1,22.4,1,identificacion
787,factor_comun,4,54.55,3,procedimiento
788,trinomio_general,4,101.9,3,procedimiento
789,trinomio_general,4,107.03,2,procedimiento
790,factor_comun,3,64.76,1,signo
791,trinomio_cuadrado_perfecto,2,66.45,1,identificacion
792,trinomio_general,5,129.77,2,identificacion
793,trinomio_cuadrado_perfecto,5,63.31,1,identificacion
794,trinomio_cuadrado_perfecto,5,91.37,2,identificacion
795,diferencia_cuadrados,4,81.53,1,identificacion
796,trinomio_general,1,90.62,2,procedimiento
797,factor_comun,3,46.47,2,signo
798,diferencia_cuadrados,4,38.27,1,signo
799,diferencia_cuadrados,4,91.32,1,identificacion
800,diferencia_cuadrados,2,37.83,1,signo
801,trinomio_cuadrado_perfecto,5,103.75,1,identificacion
802,factor_comun,5,64.68,2,procedimiento
803,factor_comun,2,39.35,1,procedimiento
804,trinomio_cuadrado_perfecto,5,50.43,3,identificacion
805,factor_comun,3,101.34,4,procedimiento
806,trinomio_cuadrado_perfecto,3,35.58,1,identificacion
807,diferencia_cuadrados,2,36.53,1,signo
808,trinomio_general,1,83.33,3,procedimiento
809,factor_comun,2,56.64,2,procedimiento
810,trinomio_cuadrado_perfecto,2,55.73,1,identificacion
811,trinomio_general,4,58.26,3,procedimiento
812,trinomio_general,4,101.2,2,identificacion
813,diferencia_cuadrados,4,111.93,1,procedimiento
814,trinomio_cuadrado_perfecto,3,119.39,2,identificacion
815,trinomio_general,3,107.39,2,procedimiento
816,diferencia_cuadrados,4,50.02,1,identificacion
817,trinomio_cuadrado_perfecto,1,18.11,2,signo
818,trinomio_general,2,45.75,2,procedimiento
819,trinomio_general,3,95.97,1,signo
820,factor_comun,5,53.35,1,procedimiento
821,trinomio_cuadrado_perfecto,1,53.27,2,procedimiento
822,trinomio_general,1,66.18,2,procedimiento
823,trinomio_general,4,47.61,3,identificacion
824,factor_comun,2,65.53,1,procedimiento
825,trinomio_cuadrado_perfecto,2,82.42,2,procedimiento
826,trinomio_cuadrado_perfecto,1,114.48,3,procedimiento
827,trinomio_cuadrado_perfecto,1,36.5,1,signo
828,factor_comun,1,15.99,1,procedimiento
829,trinomio_cuadrado_perfecto,2,36.74,2,identificacion
830,diferencia_cuadrados,1,40.93,4,identificacion
831,diferencia_cuadrados,2,49.37,2,identificacion
832,trinomio_general,1,58.73,2,procedimiento
833,diferencia_cuadrados,4,34.95,2,signo
834,trinomio_general,1,87.48,1,procedimiento
835,diferencia_cuadrados,1,78.76,4,identificacion
836,trinomio_cuadrado_perfecto,2,20.53,1,identificacion
837,factor_comun,2,48.64,3,procedimiento
838,diferencia_cuadrados,5,88.99,3,procedimiento
839,trinomio_general,3,62.28,2,procedimiento
840,factor_comun,4,106.84,3,identificacion
841,trinomio_general,2,54.76,3,procedimiento
842,diferencia_cuadrados,5,54.36,1,signo
843,trinomio_cuadrado_perfecto,4,43.88,3,identificacion
844,factor_comun,2,75.49,3,procedimiento
845,diferencia_cuadrados,2,88.55,1,procedimiento
846,trinomio_cuadrado_perfecto,1,45.18,3,procedimiento
847,trinomio_cuadrado_perfecto,2,79.7,1,procedimiento
848,factor_comun,4,46.38,3,identificacion
849,diferencia_cuadrados,2,52.79,1,signo
850,diferencia_cuadrados,2,41.11,1,signo
851,diferencia_cuadrados,5,116.35,2,identificacion
852,diferencia_cuadrados,3,24.0,3,identificacion
853,factor_comun,4,51.22,2,procedimiento
854,trinomio_general,3,104.47,1,procedimiento
855,trinomio_general,1,23.53,2,procedimiento
856,trinomio_cuadrado_perfecto,2,60.37,4,signo
857,trinomio_general,5,83.09,1,identificacion
858,trinomio_general,4,63.21,1,identificacion
859,factor_comun,3,51.91,1,procedimiento
860,diferencia_cuadrados,5,138.52,3,identificacion
861,factor_comun,5,88.13,3,procedimiento
862,diferencia_cuadrados,3,67.93,3,procedimiento
863,factor_comun,1,66.7,4,procedimiento
864,trinomio_general,1,32.55,1,procedimiento
865,trinomio_cuadrado_perfecto,2,35.86,1,signo
866,factor_comun,1,46.71,1,procedimiento
867,trinomio_cuadrado_perfecto,5,71.77,1,identificacion
868,trinomio_cuadrado_perfecto,2,43.02,2,identificacion
869,trinomio_cuadrado_perfecto,1,35.91,1,signo
870,diferencia_cuadrados,3,33.7,1,signo
871,trinomio_cuadrado_perfecto,5,98.26,2,identificacion
872,diferencia_cuadrados,4,106.64,1,procedimiento
873,trinomio_cuadrado_perfecto,1,70.34,3,identificacion
874,factor_comun,3,48.53,1,identificacion
875,diferencia_cuadrados,5,76.14,1,identificacion
876,diferencia_cuadrados,2,69.34,3,procedimiento
877,diferencia_cuadrados,1,41.47,1,signo
878,diferencia_cuadrados,2,43.35,1,identificacion
879,trinomio_general,2,58.13,4,procedimiento
880,diferencia_cuadrados,5,85.8,1,signo
881,trinomio_general,2,63.29,1,procedimiento
882,trinomio_cuadrado_perfecto,3,61.24,1,identificacion
883,trinomio_cuadrado_perfecto,1,19.78,1,signo
884,diferencia_cuadrados,2,113.28,3,identificacion
885,diferencia_cuadrados,4,31.6,2,signo
886,trinomio_general,3,106.27,3,identificacion
887,diferencia_cuadrados,5,57.73,2,signo
888,trinomio_cuadrado_perfecto,2,42.14,3,signo
889,trinomio_cuadrado_perfecto,5,57.62,3,identificacion
890,trinomio_cuadrado_perfecto,5,52.88,1,identificacion
891,factor_comun,5,32.95,1,procedimiento
892,factor_comun,2,94.03,2,identificacion
893,diferencia_cuadrados,2,48.07,2,signo
894,diferencia_cuadrados,3,47.81,3,procedimiento
895,trinomio_general,3,14.19,4,procedimiento
896,factor_comun,4,66.64,2,procedimiento
897,diferencia_cuadrados,2,15.1,2,signo
898,diferencia_cuadrados,1,50.25,2,identificacion
899,trinomio_general,3,38.75,1,procedimiento
900,diferencia_cuadrados,5,56.59,2,signo
901,trinomio_general,1,31.99,1,procedimiento
902,factor_comun,2,19.05,3,procedimiento
903,trinomio_cuadrado_perfecto,4,48.78,1,identificacion
904,trinomio_cuadrado_perfecto,3,104.8,3,identificacion
905,factor_comun,1,82.73,3,procedimiento
906,factor_comun,5,19.5,1,signo
907,diferencia_cuadrados,2,25.82,2,signo
908,trinomio_cuadrado_perfecto,4,88.77,1,procedimiento
909,trinomio_cuadrado_perfecto,2,97.11,1,identificacion
910,trinomio_general,3,132.17,2,identificacion
911,trinomio_cuadrado_perfecto,5,104.69,2,identificacion
912,factor_comun,1,29.87,3,procedimiento
913,trinomio_cuadrado_perfecto,4,19.68,1,identificacion
914,trinomio_cuadrado_perfecto,3,89.79,2,procedimiento
915,factor_comun,1,81.76,4,procedimiento
916,trinomio_general,5,74.7,1,procedimiento
917,trinomio_general,1,66.15,2,procedimiento
918,diferencia_cuadrados,1,50.56,1,signo
919,factor_comun,2,43.53,1,procedimiento
920,trinomio_general,3,46.4,3,identificacion
921,diferencia_cuadrados,5,78.69,1,identificacion
922,diferencia_cuadrados,1,31.89,4,identificacion
923,factor_comun,4,45.27,1,identificacion
924,diferencia_cuadrados,3,77.86,1,identificacion
925,trinomio_general,1,57.43,1,signo
926,trinomio_general,4,118.07,4,identificacion
927,factor_comun,3,46.44,2,procedimiento
928,factor_comun,3,61.38,2,identificacion
929,factor_comun,1,49.37,2,identificacion
930,factor_comun,3,16.75,2,identificacion
931,trinomio_general,1,113.56,3,procedimiento
932,trinomio_general,2,127.0,2,procedimiento
933,factor_comun,5,121.57,1,procedimiento
934,trinomio_general,3,32.95,1,procedimiento
935,trinomio_cuadrado_perfecto,5,81.8,3,identificacion
936,trinomio_general,3,77.7,4,procedimiento
937,trinomio_cuadrado_perfecto,5,45.74,2,identificacion
938,trinomio_cuadrado_perfecto,1,64.7,2,identificacion
939,trinomio_general,5,121.71,3,procedimiento
940,factor_comun,2,64.06,3,identificacion
941,factor_comun,3,50.57,3,identificacion
942,diferencia_cuadrados,2,28.4,3,signo
943,trinomio_general,3,149.5,4,identificacion
944,factor_comun,2,43.72,1,identificacion
945,trinomio_cuadrado_perfecto,3,120.24,2,procedimiento
946,diferencia_cuadrados,3,111.33,2,procedimiento
947,factor_comun,5,46.89,1,identificacion
948,trinomio_general,5,68.26,1,identificacion
949,diferencia_cuadrados,1,75.27,1,procedimiento
950,factor_comun,1,37.23,2,procedimiento
951,diferencia_cuadrados,3,90.41,2,identificacion
952,factor_comun,2,44.67,2,procedimiento
953,factor_comun,3,8.18,4,procedimiento
954,factor_comun,5,97.27,1,procedimiento
955,factor_comun,1,38.72,3,procedimiento
956,trinomio_cuadrado_perfecto,1,76.17,1,identificacion
957,trinomio_general,5,36.4,2,identificacion
958,factor_comun,2,21.23,1,procedimiento
959,trinomio_general,4,29.23,2,identificacion
960,trinomio_cuadrado_perfecto,2,55.28,1,identificacion
961,factor_comun,4,77.75,2,procedimiento
962,trinomio_cuadrado_perfecto,2,92.95,2,identificacion
963,diferencia_cuadrados,5,85.15,3,identificacion
964,diferencia_cuadrados,2,8.0,1,procedimiento
965,factor_comun,5,52.39,1,procedimiento
966,trinomio_general,2,42.16,1,signo
967,trinomio_cuadrado_perfecto,3,25.66,1,signo
968,diferencia_cuadrados,3,97.29,4,signo
969,trinomio_cuadrado_perfecto,2,31.64,1,identificacion
970,diferencia_cuadrados,3,52.82,2,signo
971,diferencia_cuadrados,1,120.03,1,identificacion
